Origin,Origin_Lat,Origin_Lon,Destination,Dest_Lat,Dest_Lon,Distance_km,Vehicle_Type,Fuel_Type,Fuel_Price_per_unit_INR,Fuel_Consumption_per_100km,Fuel_Cost_INR,Other_Costs_INR,Handling_Fee_INR,Total_Price_INR
Howrah,22.5958,88.2636,Tiruchirappalli,10.7905,78.7047,1659.77,Electric Van,diesel,92.0,18,27485.79,876.69,200,28562.48
Nagpur,21.1458,79.0882,Kalyan-Dombivli,19.2403,73.13,656.84,CNG Truck,cng,80.0,16,8407.55,543.51,200,9151.07
Bengaluru,12.9716,77.5946,Rajkot,22.3039,70.8022,1262.28,CNG Truck,cng,80.0,16,16157.18,943.1,200,17300.29
Tiruchirappalli,10.7905,78.7047,Vadodara,22.3072,73.1812,1408.92,Small Truck,diesel,92.0,10,12962.06,472.68,200,13634.74
Jabalpur,23.1815,79.9864,Vijayawada,16.5062,80.648,745.47,Small Truck,cng,80.0,10,5963.76,273.64,200,6437.4
Vadodara,22.3072,73.1812,Srinagar,34.0837,74.7973,1318.97,Electric Van,electric,12.0,18,2848.98,713.11,200,3762.08
Amritsar,31.634,74.8723,Lucknow,26.8467,80.9462,793.86,CNG Truck,cng,80.0,16,10161.41,633.95,200,10995.36
Patna,25.5941,85.1376,Indore,22.7196,75.8577,993.98,CNG Truck,cng,80.0,16,12722.94,766.03,200,13688.97
Kanpur,26.4499,80.3319,Hubli,15.3647,75.123,1345.65,Pickup,diesel,92.0,8,9903.98,362.96,200,10466.94
Solapur,17.6599,75.9064,Nagpur,21.1458,79.0882,511.42,Small Truck,diesel,92.0,10,4705.06,203.43,200,5108.49
Vadodara,22.3072,73.1812,Jabalpur,23.1815,79.9864,704.53,Electric Van,electric,12.0,18,1521.78,418.17,200,2139.96
Nagpur,21.1458,79.0882,Jodhpur,26.2389,73.0243,837.56,CNG Truck,cng,80.0,16,10720.77,662.79,200,11583.56
Rajkot,22.3039,70.8022,Vasai-Virar,19.3914,72.8397,386.91,Tractor Trailer,diesel,92.0,30,10678.72,830.37,200,11709.08
Rajkot,22.3039,70.8022,Kota,25.2138,75.8648,608.3,Small Truck,diesel,92.0,10,5596.36,232.49,200,6028.85
Lucknow,26.8467,80.9462,Dhanbad,23.7957,86.4304,647.13,Large Truck,diesel,92.0,25,14883.99,976.56,200,16060.55
Pimpri-Chinchwad,18.6278,73.7898,Meerut,28.9845,77.7064,1218.31,Medium Truck,diesel,92.0,18,20175.21,997.18,200,21372.4
Patna,25.5941,85.1376,Agra,27.1767,78.0081,731.53,Large Truck,diesel,92.0,25,16825.19,1077.84,200,18103.03
Jabalpur,23.1815,79.9864,Delhi,28.7041,77.1025,678.34,Large Truck,diesel,92.0,25,15601.82,1014.01,200,16815.83
Chandigarh,30.7333,76.7794,Visakhapatnam,17.6868,83.2185,1589.95,Small Truck,diesel,92.0,10,14627.54,526.99,200,15354.53
Srinagar,34.0837,74.7973,Ghaziabad,28.6692,77.4538,652.67,Medium Truck,diesel,92.0,18,10808.22,589.92,200,11598.14
Navi Mumbai,19.033,73.0297,Solapur,17.6599,75.9064,339.83,CNG Truck,cng,80.0,16,4349.82,334.29,200,4884.11
Ahmedabad,23.0225,72.5714,Madurai,9.9252,78.1198,1571.32,Large Truck,diesel,92.0,25,36140.36,2085.58,200,38425.94
Bhopal,23.2599,77.4126,Lucknow,26.8467,80.9462,534.5,Pickup,diesel,92.0,8,3933.92,168.28,200,4302.2
Tiruchirappalli,10.7905,78.7047,Vijayawada,16.5062,80.648,669.31,Large Truck,diesel,92.0,25,15394.13,1003.17,200,16597.3
Gwalior,26.2183,78.1828,Dhanbad,23.7957,86.4304,873.47,CNG Truck,cng,80.0,16,11180.42,686.49,200,12066.91
Kota,25.2138,75.8648,Thane,19.2183,72.9781,729.81,CNG Truck,cng,80.0,16,9341.57,591.67,200,10133.24
Vijayawada,16.5062,80.648,Hyderabad,17.385,78.4867,249.79,Tractor Trailer,diesel,92.0,30,6894.2,624.68,200,7718.89
Solapur,17.6599,75.9064,Faridabad,28.4089,77.3178,1203.89,Small Truck,diesel,92.0,10,11075.79,411.17,200,11686.95
Kolkata,22.5726,88.3639,Gwalior,26.2183,78.1828,1107.37,Tractor Trailer,diesel,92.0,30,30563.41,1911.05,200,32674.47
Howrah,22.5958,88.2636,Jaipur,26.9124,75.7873,1347.3,Medium Truck,diesel,92.0,18,22311.29,1090.06,200,23601.34
Allahabad,25.4358,81.8463,Varanasi,25.3176,82.9739,114.04,Small Truck,diesel,92.0,10,1049.17,84.21,200,1333.38
Solapur,17.6599,75.9064,Coimbatore,11.0168,76.9558,747.27,Pickup,diesel,92.0,8,5499.91,219.34,200,5919.25
Navi Mumbai,19.033,73.0297,Varanasi,25.3176,82.9739,1238.9,CNG Truck,cng,80.0,16,15857.92,927.67,200,16985.59
Lucknow,26.8467,80.9462,Navi Mumbai,19.033,73.0297,1187.57,Pickup,diesel,92.0,8,8740.52,325.02,200,9265.53
Kolkata,22.5726,88.3639,Gwalior,26.2183,78.1828,1107.37,Pickup,diesel,92.0,8,8150.24,305.77,200,8656.01
Ghaziabad,28.6692,77.4538,Hubli,15.3647,75.123,1498.65,Small Truck,diesel,92.0,10,13787.58,499.6,200,14487.18
Delhi,28.7041,77.1025,Tiruchirappalli,10.7905,78.7047,1998.87,Medium Truck,diesel,92.0,18,33101.29,1559.19,200,34860.47
Bengaluru,12.9716,77.5946,Vasai-Virar,19.3914,72.8397,875.82,Large Truck,diesel,92.0,25,20143.86,1250.98,200,21594.84
Howrah,22.5958,88.2636,Kolkata,22.5726,88.3639,10.62,Small Truck,electric,12.0,10,12.74,53.19,200,265.93
Bengaluru,12.9716,77.5946,Vadodara,22.3072,73.1812,1138.27,Pickup,diesel,92.0,8,8377.67,313.18,200,8890.85
Lucknow,26.8467,80.9462,Raipur,21.2514,81.6296,626.02,Electric Van,electric,12.0,18,1352.2,380.49,200,1932.69
Kalyan-Dombivli,19.2403,73.13,Faridabad,28.4089,77.3178,1104.63,Pickup,diesel,92.0,8,8130.08,305.11,200,8635.19
Meerut,28.9845,77.7064,Hyderabad,17.385,78.4867,1292.26,Electric Van,petrol,100.0,18,23260.68,700.28,200,24160.96
Raipur,21.2514,81.6296,Nashik,19.9975,73.7898,827.6,Small Truck,diesel,92.0,10,7613.92,298.28,200,8112.2
Howrah,22.5958,88.2636,Rajkot,22.3039,70.8022,1793.74,Tractor Trailer,diesel,92.0,30,49507.22,2940.61,200,52647.83
Bhopal,23.2599,77.4126,Delhi,28.7041,77.1025,606.16,CNG Truck,cng,80.0,16,7758.85,510.07,200,8468.91
Ghaziabad,28.6692,77.4538,Srinagar,34.0837,74.7973,652.67,Electric Van,electric,12.0,18,1409.77,393.28,200,2003.05
Vasai-Virar,19.3914,72.8397,Howrah,22.5958,88.2636,1639.48,Pickup,diesel,92.0,8,12066.57,433.48,200,12700.05
Visakhapatnam,17.6868,83.2185,Srinagar,34.0837,74.7973,2006.35,Large Truck,diesel,92.0,25,46146.05,2607.62,200,48953.67
Indore,22.7196,75.8577,Hubli,15.3647,75.123,821.46,CNG Truck,cng,80.0,16,10514.69,652.16,200,11366.85
Kota,25.2138,75.8648,Kalyan-Dombivli,19.2403,73.13,721.33,Tractor Trailer,diesel,92.0,30,19908.71,1332.0,200,21440.7
Mumbai,19.076,72.8777,Visakhapatnam,17.6868,83.2185,1101.88,Medium Truck,diesel,92.0,18,18247.13,913.35,200,19360.49
Vijayawada,16.5062,80.648,Bengaluru,12.9716,77.5946,512.1,Pickup,diesel,92.0,8,3769.06,162.9,200,4131.96
Solapur,17.6599,75.9064,Kolkata,22.5726,88.3639,1409.97,Medium Truck,diesel,92.0,18,23349.1,1135.18,200,24684.28
Rajkot,22.3039,70.8022,Varanasi,25.3176,82.9739,1282.19,Medium Truck,diesel,92.0,18,21233.07,1043.18,200,22476.24
Kolkata,22.5726,88.3639,Lucknow,26.8467,80.9462,886.98,Tractor Trailer,petrol,100.0,30,26609.4,1580.47,200,28389.87
Hubli,15.3647,75.123,Jabalpur,23.1815,79.9864,1007.72,Large Truck,diesel,92.0,25,23177.56,1409.26,200,24786.82
Guwahati,26.1445,91.7362,Ludhiana,30.9,75.8573,1637.13,Medium Truck,diesel,92.0,18,27110.87,1298.73,200,28609.61
Jaipur,26.9124,75.7873,Kota,25.2138,75.8648,189.03,Tractor Trailer,diesel,92.0,30,5217.23,533.55,200,5950.77
Ghaziabad,28.6692,77.4538,Patna,25.5941,85.1376,833.47,Small Truck,diesel,92.0,10,7667.92,300.04,200,8167.96
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,192.61,Medium Truck,diesel,92.0,18,3189.62,258.68,200,3648.3
Vasai-Virar,19.3914,72.8397,Gwalior,26.2183,78.1828,935.76,Pickup,diesel,92.0,8,6887.19,264.58,200,7351.78
Nashik,19.9975,73.7898,Raipur,21.2514,81.6296,827.6,Electric Van,electric,12.0,18,1787.62,477.25,200,2464.86
Allahabad,25.4358,81.8463,Ludhiana,30.9,75.8573,844.55,Electric Van,electric,12.0,18,1824.23,485.38,200,2509.61
Jaipur,26.9124,75.7873,Ghaziabad,28.6692,77.4538,255.01,Pickup,diesel,92.0,8,1876.87,101.2,200,2178.08
Howrah,22.5958,88.2636,Dhanbad,23.7957,86.4304,230.01,Medium Truck,diesel,92.0,18,3808.97,285.61,200,4294.57
Ghaziabad,28.6692,77.4538,Solapur,17.6599,75.9064,1234.31,Medium Truck,diesel,92.0,18,20440.17,1008.7,200,21648.88
Kolkata,22.5726,88.3639,Gwalior,26.2183,78.1828,1107.37,Pickup,petrol,100.0,8,8858.96,305.77,200,9364.73
Meerut,28.9845,77.7064,Visakhapatnam,17.6868,83.2185,1375.95,Large Truck,diesel,92.0,25,31646.85,1851.14,200,33697.99
Raipur,21.2514,81.6296,Hyderabad,17.385,78.4867,541.79,Pickup,diesel,92.0,8,3987.57,170.03,200,4357.6
Hyderabad,17.385,78.4867,Howrah,22.5958,88.2636,1173.95,Electric Van,electric,12.0,18,2535.73,643.5,200,3379.23
Kolkata,22.5726,88.3639,Patna,25.5941,85.1376,469.15,Pickup,diesel,92.0,8,3452.94,152.6,200,3805.54
Vijayawada,16.5062,80.648,Bengaluru,12.9716,77.5946,512.1,CNG Truck,cng,80.0,16,6554.88,447.99,200,7202.87
Coimbatore,11.0168,76.9558,Hubli,15.3647,75.123,522.58,Electric Van,electric,12.0,18,1128.77,330.84,200,1659.61
Dhanbad,23.7957,86.4304,Thane,19.2183,72.9781,1480.92,CNG Truck,cng,80.0,16,18955.78,1087.41,200,20243.18
Delhi,28.7041,77.1025,Thane,19.2183,72.9781,1134.69,Medium Truck,diesel,92.0,18,18790.47,936.98,200,19927.44
Tiruchirappalli,10.7905,78.7047,Dhanbad,23.7957,86.4304,1661.38,Medium Truck,diesel,92.0,18,27512.45,1316.19,200,29028.65
Solapur,17.6599,75.9064,Thane,19.2183,72.9781,354.17,Pickup,cng,80.0,8,2266.69,125.0,200,2591.69
Vadodara,22.3072,73.1812,Meerut,28.9845,77.7064,869.84,Pickup,diesel,92.0,8,6402.02,248.76,200,6850.78
Nashik,19.9975,73.7898,Ghaziabad,28.6692,77.4538,1033.03,Large Truck,diesel,92.0,25,23759.69,1439.64,200,25399.33
Amritsar,31.634,74.8723,Srinagar,34.0837,74.7973,272.48,Small Truck,diesel,92.0,10,2506.82,131.74,200,2838.56
Hubli,15.3647,75.123,Dhanbad,23.7957,86.4304,1509.37,CNG Truck,cng,80.0,16,19319.94,1106.18,200,20626.12
Thane,19.2183,72.9781,Faridabad,28.4089,77.3178,1112.92,Large Truck,diesel,92.0,25,25597.16,1535.5,200,27332.66
Jabalpur,23.1815,79.9864,Bhopal,23.2599,77.4126,263.15,Electric Van,electric,12.0,18,568.4,206.31,200,974.72
Pimpri-Chinchwad,18.6278,73.7898,Gwalior,26.2183,78.1828,956.98,Tractor Trailer,diesel,92.0,30,26412.65,1685.47,200,28298.12
Kalyan-Dombivli,19.2403,73.13,Vadodara,22.3072,73.1812,341.07,Medium Truck,diesel,92.0,18,5648.12,365.57,200,6213.69
Bhopal,23.2599,77.4126,Meerut,28.9845,77.7064,637.22,Tractor Trailer,diesel,92.0,30,17587.27,1205.83,200,18993.1
Amritsar,31.634,74.8723,Gwalior,26.2183,78.1828,682.86,Electric Van,cng,80.0,18,9833.18,407.77,200,10440.96
Pimpri-Chinchwad,18.6278,73.7898,Amritsar,31.634,74.8723,1450.29,Electric Van,electric,12.0,18,3132.63,776.14,200,4108.77
Amritsar,31.634,74.8723,Srinagar,34.0837,74.7973,272.48,Medium Truck,diesel,92.0,18,4512.27,316.19,200,5028.45
Nashik,19.9975,73.7898,Kanpur,26.4499,80.3319,980.23,Medium Truck,diesel,92.0,18,16232.61,825.77,200,17258.37
Amritsar,31.634,74.8723,Nagpur,21.1458,79.0882,1239.18,Tractor Trailer,diesel,92.0,30,34201.37,2108.77,200,36510.14
Allahabad,25.4358,81.8463,Bengaluru,12.9716,77.5946,1455.72,CNG Truck,cng,80.0,16,18633.22,1070.78,200,19903.99
Kota,25.2138,75.8648,Kolkata,22.5726,88.3639,1303.65,CNG Truck,cng,80.0,16,16686.72,970.41,200,17857.13
Lucknow,26.8467,80.9462,Madurai,9.9252,78.1198,1904.85,Medium Truck,diesel,92.0,18,31544.32,1491.49,200,33235.81
Jaipur,26.9124,75.7873,Delhi,28.7041,77.1025,237.53,Medium Truck,diesel,92.0,18,3933.5,291.02,200,4424.52
Faridabad,28.4089,77.3178,Kolkata,22.5726,88.3639,1283.7,Tractor Trailer,diesel,92.0,30,35430.12,2175.55,200,37805.67
Jodhpur,26.2389,73.0243,Dhanbad,23.7957,86.4304,1377.17,Electric Van,electric,12.0,18,2974.69,741.04,200,3915.73
Delhi,28.7041,77.1025,Howrah,22.5958,88.2636,1307.75,Tractor Trailer,diesel,92.0,30,36093.9,2211.62,200,38505.53
Mumbai,19.076,72.8777,Allahabad,25.4358,81.8463,1162.07,Electric Van,electric,12.0,18,2510.07,637.79,200,3347.86
Vadodara,22.3072,73.1812,Mumbai,19.076,72.8777,360.68,Tractor Trailer,diesel,92.0,30,9954.77,791.02,200,10945.79
Guwahati,26.1445,91.7362,Vasai-Virar,19.3914,72.8397,2075.05,CNG Truck,petrol,100.0,16,33200.8,1479.53,200,34880.33
Pune,18.5204,73.8567,Allahabad,25.4358,81.8463,1126.33,Medium Truck,diesel,92.0,18,18652.02,930.96,200,19782.98
Jodhpur,26.2389,73.0243,Allahabad,25.4358,81.8463,887.23,Large Truck,diesel,92.0,25,20406.29,1264.68,200,21870.97
Patna,25.5941,85.1376,Rajkot,22.3039,70.8022,1501.11,Small Truck,diesel,92.0,10,13810.21,500.33,200,14510.55
Rajkot,22.3039,70.8022,Srinagar,34.0837,74.7973,1366.74,Tractor Trailer,diesel,92.0,30,37722.02,2300.11,200,40222.13
Chandigarh,30.7333,76.7794,Bhopal,23.2599,77.4126,833.36,Large Truck,diesel,92.0,25,19167.28,1200.03,200,20567.31
Hyderabad,17.385,78.4867,Raipur,21.2514,81.6296,541.79,CNG Truck,cng,80.0,16,6934.91,467.58,200,7602.49
Bengaluru,12.9716,77.5946,Hyderabad,17.385,78.4867,499.99,Pickup,diesel,92.0,8,3679.93,160.0,200,4039.92
Gwalior,26.2183,78.1828,Dhanbad,23.7957,86.4304,873.47,Small Truck,diesel,92.0,10,8035.92,312.04,200,8547.97
Chandigarh,30.7333,76.7794,Kanpur,26.4499,80.3319,589.1,Small Truck,diesel,92.0,10,5419.72,226.73,200,5846.45
Vasai-Virar,19.3914,72.8397,Raipur,21.2514,81.6296,939.44,CNG Truck,cng,80.0,16,12024.83,730.03,200,12954.86
Pune,18.5204,73.8567,Allahabad,25.4358,81.8463,1126.33,Small Truck,diesel,92.0,10,10362.24,387.9,200,10950.13
Chandigarh,30.7333,76.7794,Jabalpur,23.1815,79.9864,897.72,Pickup,diesel,92.0,8,6607.22,255.45,200,7062.67
Chennai,13.0827,80.2707,Guwahati,26.1445,91.7362,1882.16,Large Truck,diesel,92.0,25,43289.68,2458.59,200,45948.27
Nagpur,21.1458,79.0882,Ludhiana,30.9,75.8573,1131.45,Small Truck,petrol,100.0,10,11314.5,389.44,200,11903.94
Solapur,17.6599,75.9064,Rajkot,22.3039,70.8022,742.25,Small Truck,diesel,92.0,10,6828.7,272.68,200,7301.38
Jabalpur,23.1815,79.9864,Visakhapatnam,17.6868,83.2185,697.56,Tractor Trailer,diesel,92.0,30,19252.66,1296.34,200,20749.0
Meerut,28.9845,77.7064,Guwahati,26.1445,91.7362,1417.58,Tractor Trailer,diesel,92.0,30,39125.21,2376.37,200,41701.58
Tiruchirappalli,10.7905,78.7047,Lucknow,26.8467,80.9462,1800.75,CNG Truck,diesel,92.0,16,26507.04,1298.5,200,28005.53
Navi Mumbai,19.033,73.0297,Tiruchirappalli,10.7905,78.7047,1100.48,Large Truck,diesel,92.0,25,25311.04,1520.58,200,27031.62
Vasai-Virar,19.3914,72.8397,Bhopal,23.2599,77.4126,639.73,CNG Truck,cng,80.0,16,8188.54,532.22,200,8920.77
Vijayawada,16.5062,80.648,Jodhpur,26.2389,73.0243,1338.69,Tractor Trailer,diesel,92.0,30,36947.84,2258.03,200,39405.88
Ludhiana,30.9,75.8573,Mumbai,19.076,72.8777,1348.43,Electric Van,electric,12.0,18,2912.61,727.25,200,3839.86
Varanasi,25.3176,82.9739,Amritsar,31.634,74.8723,1057.79,Medium Truck,diesel,92.0,18,17517.0,881.61,200,18598.61
Meerut,28.9845,77.7064,Vasai-Virar,19.3914,72.8397,1174.99,Medium Truck,diesel,92.0,18,19457.83,965.99,200,20623.83
Kota,25.2138,75.8648,Meerut,28.9845,77.7064,457.17,Small Truck,diesel,92.0,10,4205.96,187.15,200,4593.11
Vadodara,22.3072,73.1812,Visakhapatnam,17.6868,83.2185,1167.39,Electric Van,electric,12.0,18,2521.56,640.35,200,3361.91
Patna,25.5941,85.1376,Jaipur,26.9124,75.7873,943.67,Pickup,diesel,92.0,8,6945.41,266.48,200,7411.89
Madurai,9.9252,78.1198,Jaipur,26.9124,75.7873,1904.7,Electric Van,electric,12.0,18,4114.15,994.26,200,5308.41
Faridabad,28.4089,77.3178,Pune,18.5204,73.8567,1154.62,Small Truck,diesel,92.0,10,10622.5,396.39,200,11218.89
Ghaziabad,28.6692,77.4538,Varanasi,25.3176,82.9739,661.69,Large Truck,diesel,92.0,25,15218.87,994.03,200,16412.9
Pune,18.5204,73.8567,Lucknow,26.8467,80.9462,1176.73,Small Truck,diesel,92.0,10,10825.92,403.02,200,11428.94
Varanasi,25.3176,82.9739,Gwalior,26.2183,78.1828,490.08,Tractor Trailer,diesel,92.0,30,13526.21,985.12,200,14711.33
Pune,18.5204,73.8567,Mumbai,19.076,72.8777,120.15,Small Truck,diesel,92.0,10,1105.38,86.05,200,1391.43
Hyderabad,17.385,78.4867,Vijayawada,16.5062,80.648,249.79,Tractor Trailer,diesel,92.0,30,6894.2,624.68,200,7718.89
Meerut,28.9845,77.7064,Delhi,28.7041,77.1025,66.57,Large Truck,diesel,92.0,25,1531.11,279.88,200,2010.99
Hyderabad,17.385,78.4867,Hubli,15.3647,75.123,423.35,Tractor Trailer,petrol,100.0,30,12700.5,885.03,200,13785.53
Jabalpur,23.1815,79.9864,Allahabad,25.4358,81.8463,313.61,Medium Truck,diesel,92.0,18,5193.38,345.8,200,5739.18
Kanpur,26.4499,80.3319,Lucknow,26.8467,80.9462,75.33,Large Truck,diesel,92.0,25,1732.59,290.4,200,2222.99
Amritsar,31.634,74.8723,Jaipur,26.9124,75.7873,532.46,Small Truck,diesel,92.0,10,4898.63,209.74,200,5308.37
Patna,25.5941,85.1376,Kalyan-Dombivli,19.2403,73.13,1421.07,Large Truck,diesel,92.0,25,32684.61,1905.28,200,34789.89
Chennai,13.0827,80.2707,Faridabad,28.4089,77.3178,1731.4,Large Truck,electric,12.0,25,5194.2,2277.68,200,7671.88
Vijayawada,16.5062,80.648,Jodhpur,26.2389,73.0243,1338.69,Medium Truck,diesel,92.0,18,22168.71,1083.86,200,23452.56
Lucknow,26.8467,80.9462,Ghaziabad,28.6692,77.4538,398.92,Small Truck,cng,80.0,10,3191.36,169.68,200,3561.04
Jodhpur,26.2389,73.0243,Meerut,28.9845,77.7064,553.11,CNG Truck,electric,12.0,16,1061.97,475.05,200,1737.02
Agra,27.1767,78.0081,Vasai-Virar,19.3914,72.8397,1013.6,CNG Truck,cng,80.0,16,12974.08,778.98,200,13953.06
Raipur,21.2514,81.6296,Vijayawada,16.5062,80.648,537.65,Medium Truck,diesel,92.0,18,8903.48,507.11,200,9610.59
Vijayawada,16.5062,80.648,Chandigarh,30.7333,76.7794,1629.95,Medium Truck,diesel,92.0,18,26991.97,1293.56,200,28485.54
Nagpur,21.1458,79.0882,Rajkot,22.3039,70.8022,865.43,Large Truck,diesel,92.0,25,19904.89,1238.52,200,21343.41
Chandigarh,30.7333,76.7794,Madurai,9.9252,78.1198,2317.91,Pickup,petrol,100.0,8,18543.28,596.3,200,19339.58
Ludhiana,30.9,75.8573,Meerut,28.9845,77.7064,277.68,Large Truck,diesel,92.0,25,6386.64,533.22,200,7119.86
Rajkot,22.3039,70.8022,Faridabad,28.4089,77.3178,942.71,Small Truck,petrol,100.0,10,9427.1,332.81,200,9959.91
Coimbatore,11.0168,76.9558,Howrah,22.5958,88.2636,1760.64,Medium Truck,diesel,92.0,18,29156.2,1387.66,200,30743.86
Gwalior,26.2183,78.1828,Mumbai,19.076,72.8777,962.55,Electric Van,electric,12.0,18,2079.11,542.02,200,2821.13
Solapur,17.6599,75.9064,Thane,19.2183,72.9781,354.17,Pickup,diesel,92.0,8,2606.69,125.0,200,2931.69
Chandigarh,30.7333,76.7794,Chennai,13.0827,80.2707,1995.05,CNG Truck,cng,80.0,16,25536.64,1426.73,200,27163.37
Kalyan-Dombivli,19.2403,73.13,Guwahati,26.1445,91.7362,2054.55,Pickup,diesel,92.0,8,15121.49,533.09,200,15854.58
Ghaziabad,28.6692,77.4538,Visakhapatnam,17.6868,83.2185,1355.3,Large Truck,diesel,92.0,25,31171.9,1826.36,200,33198.26
Solapur,17.6599,75.9064,Vasai-Virar,19.3914,72.8397,376.3,CNG Truck,cng,80.0,16,4816.64,358.36,200,5375.0
Varanasi,25.3176,82.9739,Vijayawada,16.5062,80.648,1009.05,Pickup,diesel,92.0,8,7426.61,282.17,200,7908.78
Howrah,22.5958,88.2636,Navi Mumbai,19.033,73.0297,1631.26,CNG Truck,cng,80.0,16,20880.13,1186.63,200,22266.76
Howrah,22.5958,88.2636,Bengaluru,12.9716,77.5946,1554.7,CNG Truck,diesel,92.0,16,22885.18,1136.1,200,24221.29
Pune,18.5204,73.8567,Visakhapatnam,17.6868,83.2185,993.67,Electric Van,electric,12.0,18,2146.33,556.96,200,2903.29
Kanpur,26.4499,80.3319,Raipur,21.2514,81.6296,592.91,Tractor Trailer,diesel,92.0,30,16364.32,1139.37,200,17703.68
Raipur,21.2514,81.6296,Guwahati,26.1445,91.7362,1163.4,Electric Van,electric,12.0,18,2512.94,638.43,200,3351.38
Agra,27.1767,78.0081,Vasai-Virar,19.3914,72.8397,1013.6,Small Truck,diesel,92.0,10,9325.12,354.08,200,9879.2
Pimpri-Chinchwad,18.6278,73.7898,Bhopal,23.2599,77.4126,637.75,Tractor Trailer,diesel,92.0,30,17601.9,1206.62,200,19008.53
Gwalior,26.2183,78.1828,Coimbatore,11.0168,76.9558,1695.23,Electric Van,electric,12.0,18,3661.7,893.71,200,4755.41
Varanasi,25.3176,82.9739,Faridabad,28.4089,77.3178,657.84,Pickup,diesel,92.0,8,4841.7,197.88,200,5239.58
Guwahati,26.1445,91.7362,Coimbatore,11.0168,76.9558,2288.25,Electric Van,electric,12.0,18,4942.62,1178.36,200,6320.98
Nashik,19.9975,73.7898,Mumbai,19.076,72.8777,140.12,Pickup,diesel,92.0,8,1031.28,73.63,200,1304.91
Kalyan-Dombivli,19.2403,73.13,Hyderabad,17.385,78.4867,601.88,Small Truck,diesel,92.0,10,5537.3,230.56,200,5967.86
Hubli,15.3647,75.123,Jaipur,26.9124,75.7873,1285.88,Large Truck,diesel,92.0,25,29575.24,1743.06,200,31518.3
Srinagar,34.0837,74.7973,Thane,19.2183,72.9781,1662.72,Tractor Trailer,diesel,92.0,30,45891.07,2744.08,200,48835.15
Dhanbad,23.7957,86.4304,Pune,18.5204,73.8567,1428.83,Pickup,diesel,92.0,8,10516.19,382.92,200,11099.11
Varanasi,25.3176,82.9739,Ludhiana,30.9,75.8573,933.62,Small Truck,diesel,92.0,10,8589.3,330.09,200,9119.39
Solapur,17.6599,75.9064,Ahmedabad,23.0225,72.5714,690.17,Small Truck,diesel,92.0,10,6349.56,257.05,200,6806.61
Raipur,21.2514,81.6296,Pune,18.5204,73.8567,867.48,Electric Van,electric,12.0,18,1873.76,496.39,200,2570.15
Tiruchirappalli,10.7905,78.7047,Visakhapatnam,17.6868,83.2185,907.94,Tractor Trailer,diesel,92.0,30,25059.14,1611.91,200,26871.05
Kanpur,26.4499,80.3319,Agra,27.1767,78.0081,244.36,Tractor Trailer,diesel,92.0,30,6744.34,616.54,200,7560.88
Srinagar,34.0837,74.7973,Bhopal,23.2599,77.4126,1230.15,CNG Truck,cng,80.0,16,15745.92,921.9,200,16867.82
Nagpur,21.1458,79.0882,Madurai,9.9252,78.1198,1251.96,Electric Van,electric,12.0,18,2704.23,680.94,200,3585.17
Mumbai,19.076,72.8777,Tiruchirappalli,10.7905,78.7047,1113.5,Tractor Trailer,electric,12.0,30,4008.6,1920.25,200,6128.85
Coimbatore,11.0168,76.9558,Vasai-Virar,19.3914,72.8397,1030.44,Pickup,diesel,92.0,8,7584.04,287.31,200,8071.34
Thane,19.2183,72.9781,Patna,25.5941,85.1376,1435.91,CNG Truck,cng,80.0,16,18379.65,1057.7,200,19637.35
Chennai,13.0827,80.2707,Jabalpur,23.1815,79.9864,1123.34,Small Truck,diesel,92.0,10,10334.73,387.0,200,10921.73
Howrah,22.5958,88.2636,Nagpur,21.1458,79.0882,960.28,Large Truck,diesel,92.0,25,22086.44,1352.34,200,23638.78
Srinagar,34.0837,74.7973,Ahmedabad,23.0225,72.5714,1248.9,Large Truck,diesel,92.0,25,28724.7,1698.68,200,30623.38
Amritsar,31.634,74.8723,Allahabad,25.4358,81.8463,968.58,Electric Van,electric,12.0,18,2092.13,544.92,200,2837.05
Meerut,28.9845,77.7064,Jodhpur,26.2389,73.0243,553.11,Pickup,diesel,92.0,8,4070.89,172.75,200,4443.64
Nashik,19.9975,73.7898,Srinagar,34.0837,74.7973,1569.46,Tractor Trailer,diesel,92.0,30,43317.1,2604.19,200,46121.29
Guwahati,26.1445,91.7362,Solapur,17.6599,75.9064,1883.51,CNG Truck,cng,80.0,16,24108.93,1353.12,200,25662.04
Jodhpur,26.2389,73.0243,Coimbatore,11.0168,76.9558,1742.19,Small Truck,diesel,92.0,10,16028.15,572.66,200,16800.81
Ludhiana,30.9,75.8573,Ahmedabad,23.0225,72.5714,934.36,Medium Truck,diesel,92.0,18,15473.0,792.74,200,16465.74
Nagpur,21.1458,79.0882,Faridabad,28.4089,77.3178,827.12,Electric Van,electric,12.0,18,1786.58,477.02,200,2463.6
Meerut,28.9845,77.7064,Kalyan-Dombivli,19.2403,73.13,1178.5,Tractor Trailer,diesel,92.0,30,32526.6,2017.75,200,34744.35
Meerut,28.9845,77.7064,Vasai-Virar,19.3914,72.8397,1174.99,Medium Truck,diesel,92.0,18,19457.83,965.99,200,20623.83
Howrah,22.5958,88.2636,Chandigarh,30.7333,76.7794,1454.75,Electric Van,petrol,100.0,18,26185.5,778.28,200,27163.78
